NU_ANO_CENSO,CO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_DOCENTE_IES,ID_DOCENTE,TP_SITUACAO,TP_ESCOLARIDADE,TP_REGIME_TRABALHO,TP_SEXO,NU_ANO_NASCIMENTO,NU_MES_NASCIMENTO,NU_DIA_NASCIMENTO,NU_IDADE,TP_COR_RACA,CO_PAIS_ORIGEM,TP_NACIONALIDADE,CO_UF_NASCIMENTO,CO_MUNICIPIO_NASCIMENTO,IN_DEFICIENCIA,IN_DEFICIENCIA_CEGUEIRA,IN_DEFICIENCIA_BAIXA_VISAO,IN_DEFICIENCIA_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_SURDOCEGUEIRA,IN_DEFICIENCIA_MULTIPLA,IN_DEFICIENCIA_INTELECTUAL,IN_ATUACAO_EAD,IN_ATUACAO_EXTENSAO,IN_ATUACAO_GESTAO,IN_ATUACAO_GRAD_PRESENCIAL,IN_ATUACAO_POS_EAD,IN_ATUACAO_POS_PRESENCIAL,IN_ATUACAO_SEQUENCIAL,IN_ATUACAO_PESQUISA,IN_BOLSA_PESQUISA,IN_SUBSTITUTO,IN_EXERCICIO_DATA_REFERENCIA,IN_VISITANTE,TP_VISITANTE_IFES_VINCULO
2018,693,1,1,560621,47F790E672CDD112F9B2EFC150772E45,1,5,1,2,1964,3,9,54,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560606,6A830C145F27DDD453885D82942DAD6F,1,5,1,1,1974,3,9,44,3,76,1,35,3516200,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560600,13CC2AC2B5054F1781A0F6C9E5E90A5D,1,5,2,1,1967,7,7,51,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560599,8E58C5B2EAD706700BB0F1FBFEE57DCC,1,5,1,2,1952,7,25,66,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560603,A1A26405CCDF15BE87817F6B06B47CAE,1,5,1,2,1974,11,20,44,0,76,1,33,3304557,0,,,,,,,,,1,1,1,1,0,1,0,0,,0,1,0,
2018,693,1,1,560607,E63A5A7F85FED236AC93C1D94642EBF2,1,5,1,1,1949,6,22,69,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560608,C944A2C4F284445CF7DA3D1473438EAA,1,5,1,1,1970,8,9,48,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560593,2AD8E47C1C482636610EB421D805D6DF,1,5,1,2,1952,9,7,66,0,76,1,25,2507507,0,,,,,,,,,1,1,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560597,EF62AE3D9B9E2D933D96FDEC752860E8,1,5,1,1,1964,5,17,54,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560595,9648D98DF05259792DE68CE4789A36EB,1,5,1,1,1974,7,23,44,0,76,1,33,3305109,0,,,,,,,,,1,1,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560587,B6D10FEFA30D84707EFC692815284796,1,5,1,2,1969,1,23,49,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560591,CB54DC6FE34235C50FB60CFAA8F4B19D,1,5,2,1,1970,2,5,48,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560592,E3865587E857BD066FEDB4A07020CCEA,1,4,2,2,1959,4,12,59,1,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560586,65B7320208B1C9427E1D45D61FCD1F31,1,5,1,1,1978,9,25,40,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560598,CEE55A633BAF24485AA3DF426CFD5C99,1,5,1,1,1957,10,6,61,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560588,AE1B3BFF31ACD49F3FCC71C91CFE1CE3,1,5,1,2,1965,9,5,53,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560582,A8D142A525040CEB549FF45058933032,1,5,1,2,1970,4,1,48,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560585,8F079463D59C4E1566AD42F0C196CDB4,1,5,1,2,1962,8,22,56,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560583,21D1D2A49E11ECD3792111258FB04B7D,1,5,1,2,1966,10,11,52,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560584,7D829B5EB60266880A216D480968142A,1,5,3,2,1961,3,22,57,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560572,A3C621AD0E525A95C6C9646F6924F725,1,5,1,1,1961,5,13,57,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560581,83E316D0FCA36137EACEE5BF5C6FAABC,1,5,1,2,1953,7,3,65,0,32,3,,,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560578,8A3B0E1B9F9307604D07A036C0DFD5A2,1,5,1,1,1973,5,10,45,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560573,842A1E037060E2BAEB6C146EDCB6431B,1,4,1,2,1969,5,15,49,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560565,1E84C10C3FEAAD93BC44D83BA4A4A59C,1,5,1,2,1976,9,25,42,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560560,6939C653C7CD1D9C031726714A8D71C2,1,5,1,1,1946,7,2,72,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560561,4A31EB7EE716DDA69C1490D0F5E5DD11,1,5,1,1,1954,7,5,64,0,76,1,33,3304557,0,,,,,,,,,1,0,1,0,0,1,0,1,0,0,1,0,
2018,693,1,1,560562,DE6F6481D34048F3E2CBA1A761148387,1,5,1,1,1966,9,12,52,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560566,15E97027ECAF4C7E594A5C0DEC64FE52,1,5,1,2,1973,8,31,45,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560555,A2673A30A2E95F708E3000E7259E1F9D,1,4,2,1,1968,9,16,50,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560559,97AAFABA482D12343AF83AC877BD1D3D,1,5,1,1,1954,7,7,64,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560557,E61AEB1B58A5559A66F0CABBD574EE5E,1,4,1,2,1946,8,27,72,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560558,48A10B2330FBC08DB366998E50542AC7,1,5,2,2,1959,3,14,59,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560552,1E08FE04EB6C7FEA0EF353E8D08FA0AB,1,5,1,2,1963,5,19,55,0,76,1,25,2507507,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560550,31312F06CC49CE6BCA76FCA2FDAF0D06,1,5,2,1,1950,10,19,68,1,76,1,33,3304557,0,,,,,,,,,1,1,0,1,0,1,0,0,,0,1,0,
2018,693,1,1,560544,50249F7AF213038838FF145D79065668,1,4,2,1,1952,10,18,66,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560549,5FF440115FADA1A1F923D0D13333915C,1,5,3,2,1964,5,4,54,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560538,C2EE73C4E0F72C871ABA6F1B3A7494F8,1,5,1,1,1960,6,27,58,0,76,1,35,3550308,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560537,53A0BFDAB66FB87E54F34F7C5053CE88,1,5,1,2,1953,9,3,65,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560533,CA3DFD2F284062D3D60C418B54A98169,1,5,2,1,1967,7,10,51,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560546,931FF18F19BD3BBB5EDA8A9FB5A8F1C9,1,4,1,1,1952,2,14,66,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560527,613C24A9B88BE3354807789AF5AB30A4,1,5,1,2,1960,7,12,58,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560523,2C037E7CA5EFFA7D07F798D52083E6C4,1,5,1,2,1951,6,30,67,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560517,73F80FBCB474DADF9C74E7E39DB437B6,1,5,3,2,1958,1,13,60,1,76,1,33,3304557,9,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560522,B748FF6898FC61DD20DB10130EB49BFC,1,5,2,2,1975,9,9,43,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560521,480CAAB5D68142CC54F7FDB3525A7D26,1,5,2,2,1971,11,9,47,0,76,1,33,3304557,9,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560519,9D4466920F994A361830BE1C2A4A45B7,1,5,1,2,1966,12,16,52,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560532,048F7DE5248725DF9ABAEBA4083CE158,1,4,1,2,1959,8,31,59,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560526,56C22E3F6643B5131CD44E7DD7071814,1,5,1,2,1957,6,28,61,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560529,5D0E1A49F66860F61AA6A9952D6C86B3,1,5,3,2,1967,11,23,51,0,76,1,33,3304557,9,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560524,7C0F3B365761CF653AEE91DCCAA35DA7,1,5,1,2,1968,12,4,50,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560535,5A238C0E8541B17FC7A01917A7C7DB01,1,5,1,2,1967,6,20,51,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560528,212C52E45BCF6B4E0F0156EEF64AB87E,1,5,1,2,1960,1,12,58,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560516,B9D2963AE0F038B88162F9E85CCEA63D,1,5,1,2,1953,8,19,65,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560512,89E16C8E50767F70D53061AE6816E835,1,5,3,2,1961,6,29,57,0,76,1,33,3304557,9,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560513,02F8FE12A390D00B49A523CC3B0516E3,1,5,1,1,1962,12,3,56,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560508,2D12C20B4D4BA6C3366AC878B279B188,1,5,1,2,1959,6,20,59,0,76,1,33,3303302,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560507,B5D45E05261CDC204845A3D22E904365,1,5,1,2,1964,1,25,54,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560499,648A1DD18C026FD11B9009DD792C1585,1,5,2,1,1963,8,12,55,1,76,1,43,4314902,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560505,A26F007C9B2F020D3D26AB201DD72154,1,5,1,1,1946,11,19,72,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560497,81D1D31F98462505FF4E9677F03D8438,1,5,1,1,1957,6,21,61,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560510,75FAC2BEBC065EDC2B95292ED85EEFBD,1,5,1,1,1962,9,29,56,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560496,B6972EB9ABA327780B48D68C3FEB2D3F,1,5,1,1,1961,2,26,57,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560502,1055753B9CF79EADA3755E7D4B937427,1,5,1,1,1964,6,10,54,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560490,E77EFB883BA49008EA3E3808B8A796C5,1,5,1,2,1966,2,17,52,1,76,1,33,3301702,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560482,6635A9E108DB81F3486F0387C4581432,1,5,1,2,1973,12,13,45,1,76,1,35,3543402,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560494,AE9B428A2F3AFAC6CD70AEC3DD293655,1,5,2,1,1964,3,3,54,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560489,C6C795D15EC56FA5F13875025A786564,1,4,1,2,1951,12,25,67,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560476,F03AAA85C2121D9EFF25D42EB85FB804,1,5,1,1,1980,9,15,38,0,76,1,43,4308003,0,,,,,,,,,1,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560474,D107C4944179E90B514739D844334BA6,1,5,1,1,1971,6,4,47,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560472,3254ED15AD2397BF1DDD41F138730ACB,1,5,1,1,1967,7,19,51,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560478,94BAA0508CC6A0DB75F14D9DA6E5C93D,1,5,1,1,1977,6,10,41,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560458,40EED666FC11B5E30787A74E3DF0466A,1,5,1,1,1969,9,26,49,1,76,1,,,9,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560464,4C67B8E0CE68F762233B0543AC7AB45F,1,5,1,1,1963,6,4,55,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560465,8CD435AD14AC83C04F48461808B2AC16,1,5,1,1,1968,8,13,50,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560467,A481CAFF67AAC519DED3E8C827E59D6E,1,5,2,2,1963,1,14,55,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560463,CA3242EC4A4D9912547ACAE91789E4A8,1,5,1,1,1969,4,1,49,0,76,1,33,3304557,0,,,,,,,,,1,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560457,5FE02E48AA5C87BD56DDD6F06BE7DF09,1,5,1,1,1962,6,24,56,0,76,1,33,3304557,0,,,,,,,,,1,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560461,500E2374B6F15E34BBF3D816D1D07A98,1,5,1,1,1966,5,20,52,0,76,1,31,3131307,0,,,,,,,,,1,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560471,57F824AF0451819DCBEDDFD1C4CEF2C9,1,5,1,2,1962,9,23,56,0,76,1,43,4314902,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560453,54B7F8E82D93437B303058210E5F99C2,1,5,1,1,1965,3,18,53,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560452,A8CFD94CABA865DD222DD77B35FCFB86,1,5,1,1,1973,3,10,45,1,76,1,43,4314902,0,,,,,,,,,0,1,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560480,022E3FD2A7D4DDBD231EEB3D8185DC04,1,5,1,2,1967,8,23,51,0,76,1,41,4122602,0,,,,,,,,,1,1,1,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560470,94507D4AA8AD1BDEBD475C811DBA0CBC,1,5,1,2,1963,4,10,55,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560448,E9B9BAEA30F0C47FC41EE786291B4CC7,1,4,3,2,1962,7,6,56,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560438,4376B5869AFE5D48229054258BE41B02,1,5,2,2,1963,11,22,55,1,76,1,13,1302603,0,,,,,,,,,0,0,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560443,8D223ABEACA37FA7A424740E6BE660D0,1,5,1,2,1967,10,2,51,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560437,BE76014F0BF623F6F6A659BBA819D940,1,4,2,2,1948,7,4,70,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560444,1EB2CABA2CE4D3D4394A750CB5D07ED5,1,5,1,1,1972,4,4,46,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560445,BD923C4BDCDB4FBDA3454A986E25580E,1,5,1,1,1957,8,3,61,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560450,C13B55E9BF10D2DFA307132B92C884B1,1,5,1,1,1951,4,9,67,1,76,1,35,3550308,0,,,,,,,,,0,1,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560436,B9F53D64CDD3FC1EDE337F5E83E9F5DE,1,4,2,2,1956,9,5,62,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560449,BA0E3B865ABFE083DB5BDEBEC1BF5AD7,1,5,2,1,1962,5,3,56,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560440,2D1C60E7D8765505D67D0AA4555FF7E0,1,5,1,2,1973,4,1,45,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560439,0DFE92A4AED41DDEF0A9BC355F9CEF8A,1,5,1,2,1947,6,16,71,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560421,41F4B89D02CBDD52D00C3FD311F36925,1,5,2,2,1976,7,19,42,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560419,ED483CB03D57A3E34CA4FA06EAEA9C0C,1,4,2,2,1950,3,23,68,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560418,EED63F3B1756DE6B24C3CC04E8A54115,1,5,1,2,1976,6,14,42,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560429,750D09DB7152F35B9412EEEBC48E2836,1,5,1,1,1949,6,1,69,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560422,8DFFD8AEF28091C2BAEC271FEB93EA55,1,5,1,2,1970,8,16,48,0,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560427,B69186E182BED9AC9B4388366DA181AD,1,5,1,1,1950,2,21,68,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560435,3E099E9772FFF509139B4A0675F1891E,1,5,1,1,1950,11,8,68,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560425,A84DBA599D9151DC3A0CD6FAE5512FEC,1,5,1,1,1956,5,2,62,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,0,,0,1,0,
2018,693,1,1,679886,7BBD922319C3749F2E8868A13ACACE3C,1,2,1,2,1964,7,20,54,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560406,C4E241B18A9C40EA3BD8D885620BCD4C,1,5,1,1,1959,1,3,59,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560411,D43352B94277080E1843D0E8E9CE4C8B,1,5,1,2,1971,8,19,47,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560410,5DC1E2558668EAB7F79C3042EBEE64A9,1,3,1,2,1959,1,23,59,0,76,1,33,3304557,0,,,,,,,,,0,0,1,0,0,0,0,0,,0,1,0,
2018,693,1,1,560404,22FBBA6D1001DCC35461FE73459BD79D,1,5,1,1,1979,12,8,39,0,76,1,31,3136702,0,,,,,,,,,1,1,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560413,78924C909C0C5FB48AC787662C3F7F58,1,4,2,2,1963,12,13,55,1,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,0,,0,1,0,
2018,693,1,1,560409,2F1C058AE0ACA9EEEEB8F4ADD7B020D9,1,5,1,2,1963,9,6,55,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,0,,0,1,0,
2018,693,1,1,560415,536263D9B86AE10B631FCA0675EC9FB0,1,5,2,2,1956,8,31,62,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,1,0,1,0,
2018,693,1,1,560412,FC76F57ABC9BDF11504E7A50350B9398,1,5,1,2,1977,4,6,41,0,76,1,31,3107307,0,,,,,,,,,0,0,0,0,0,1,0,0,,0,1,0,
2018,693,1,1,560383,465F15E715E5F8A5981926DAECE7224A,1,5,1,2,1965,11,12,53,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560387,6935E63AE563C0D97B3182997207BB98,1,5,3,2,1958,10,14,60,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560386,2B1FBCC2B58060DF03BD0BE77855B055,1,3,1,1,1947,10,16,71,1,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560382,86A6C4AA41CFE4588FA41DC71AC9346F,1,3,1,1,1948,4,9,70,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560400,637ACBA7A568D162549F7361538F7316,1,5,1,2,1959,10,11,59,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560397,DD961202DCA4D0CF0FE17BE63E16F800,1,5,1,2,1981,1,11,37,1,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560398,AA1EFCB0C99D6E0D32E0B567D37942E9,1,4,3,2,1961,11,17,57,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560388,5F00F9BD0B1FB13B8870D56D3FE8A5F0,1,4,2,2,1954,11,11,64,0,380,3,,,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,21041,6A31168C9E60C40E4C87A136744398E4,4,4,,1,1979,11,20,39,0,76,1,33,3303302,0,,,,,,,,,,,,,,,,,,,,,
2018,693,1,1,560376,AFA4CB37BE24111335AA52A6E94B89AC,1,4,2,2,1966,6,17,52,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560377,7EA37089A303E69C739598BAED7FF29C,1,5,1,2,1955,7,10,63,0,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560381,391879CFA2D8C472A695248FBBEC92DD,1,5,1,2,1948,7,5,70,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560380,0785F530087098E0B71DA34DF846BDE6,1,5,2,2,1964,2,22,54,1,76,1,33,3304557,0,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,
2018,693,1,1,560378,36D59AC1309C94EE2D4F27F4BBB44212,1,4,3,1,1962,11,6,56,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560371,D53F72EC5C807849F68EB67ED8329F20,1,4,1,1,1950,1,16,68,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560373,38538EA3F4EBB846787C3440F5CC1E99,1,5,1,2,1952,3,10,66,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,1,0,1,0,0,1,0,
2018,693,1,1,560367,8572BD6CCA82C11CEAB7F229E636BDDB,1,5,1,1,1966,9,5,52,0,76,1,33,3304557,0,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,
2018,693,1,1,560368,92961A90345908D0189837A02FEBD41D,1,5,1,1,1969,12,22,49,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560372,7A86B7DD74DFA6763D543CB5FBAF5221,1,5,1,2,1952,6,12,66,0,76,1,33,3304557,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,
2018,693,1,1,560361,04349025F6B388A58AD348743B1D6A4A,1,5,1,1,1961,12,25,57,1,76,1,33,3304557,0,,,,,,,,,0,1,1,1,0,1,0,0,,0,1,0,
2018,693,1,1,560364,A513667E8F46E5FEBDBBF8DF80D28EC7,1,5,3,1,1965,10,18,53,0,76,1,33,3304557,0,,,,,,,,,0,1,0,1,0,0,0,0,,0,1,0,
2018,693,1,1,560355,578768B669C5EDD2B25EA5F825AF838D,1,4,3,1,1971,7,14,47,1,76,1,35,3547809,0,,,,,,,,,0,0,0,1,0,0,0,0,,0,1,0,
